iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3504576.14488027,2.9204801207335582,-2.9204801087488357,1752285.1187999765
1,7203788.291816982,6.003156909847485,-6.003156885391368,3601878.1592888813
2,7203788.291816982,6.003156909847485,-6.003156885391368,3601878.1592888813
