iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3490263.903418389,2.9085532528486575,-2.9085530610825945,1745171.9625596162
1,6288461.684460942,5.240384737050785,-5.240384345826571,3144195.721056125
2,6288461.684460942,5.240384737050785,-5.240384345826571,3144195.721056125
