iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3511376.549849327,2.9261471248744395,-2.9261471128800958,1755723.5775633003
1,7203788.291816982,6.003156909847485,-6.003156885391368,3601878.1592888813
2,7203788.291816982,6.003156909847485,-6.003156885391368,3601878.1592888813
