iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3501540.165585534,2.9179501379879453,-2.917950126008774,1750780.4289448007
1,7203788.291816982,6.003156909847485,-6.003156885391368,3601878.1592888813
2,7203788.291816982,6.003156909847485,-6.003156885391368,3601878.1592888813
