iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3490263.903418389,2.9085532528486575,-2.9085530610825945,-2.90861993759936
1,107005.3717026096,0.089171143085508,-0.08833410779794673,-0.08975103960761288
2,-609911.9464531865,-0.5082599553776553,0.5485254501172112,0.5390805771523959
3,-747719.7289892647,-0.6230997741577206,0.6739350032590731,0.6587824487877435
4,-810294.0170462428,-0.6752450142052023,0.7272263136186858,0.7080985034136091
5,-843156.4678632172,-0.7026303898860143,0.7559629652687052,0.7346607875251876
6,-862721.2011498014,-0.7189343342915011,0.7735908638109138,0.7486931647294987
7,-872974.3431387197,-0.7274786192822664,0.7828005781386692,0.7562192918257611
8,-880492.1991772912,-0.7337434993144094,0.7895539308357634,0.7621501270668883
9,-885327.0702766407,-0.7377725585638673,0.7938339252474224,0.765564161716935
10,-890015.3619532263,-0.7416794682943553,0.7979918592145957,0.7693278989525735
11,-895854.9004009019,-0.7465457503340849,0.8031479870546571,0.7735736168573064
12,-899356.8690110713,-0.7494640575092261,0.8062575636592796,0.7765193912897285
13,-900961.7038285055,-0.7508014198570879,0.8078068128067144,0.7776470186673169
14,-902900.8826269713,-0.7524174021891428,0.8095931140845133,0.7788968193473973
15,-903673.6761081883,-0.7530613967568236,0.8103398211675814,0.7793201798071807
16,-904632.8540625377,-0.7538607117187814,0.8112926562376808,0.7797735551914735
17,-906243.5702548744,-0.7552029752123953,0.8129945341180685,0.7815766563164473
18,-906685.7440103482,-0.7555714533419569,0.8133814807002708,0.7819009570873303
19,-906924.9957284614,-0.7557708297737179,0.8136279908191366,0.7817608806259946
20,-907027.0147148418,-0.7558558455957015,0.8137155778415522,0.7816530093126919
