iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3498955.3387781125,2.915796115648427,-2.9157959238216016,-2.9157569384793605
1,55900.153432436084,0.04658346119369674,-0.0455738135314937,-0.05358966234448076
2,-710127.3617105928,-0.5917728014254939,0.6371662553925285,0.6190729769470222
3,-819107.137518128,-0.6825892812651067,0.7351100591330613,0.7143008404846265
4,-851325.8540755751,-0.7094382117296459,0.7638645512501214,0.7398322523818998
5,-866318.5870458727,-0.7219321558715606,0.7776009217333444,0.7534373937293793
6,-874638.641601549,-0.7288655346679574,0.785287477559893,0.7607854372756907
7,-881758.359162779,-0.7347986326356492,0.7920461106679119,0.7676969566033942
8,-885405.5854465048,-0.7378379878720873,0.7955057417019968,0.7712425778683296
9,-890059.0081414827,-0.7417158401179023,0.7997738405052631,0.7752601756257669
10,-894703.4752385314,-0.7455862293654428,0.8039427603962828,0.7790034822498996
11,-898607.0611568383,-0.7488392176306986,0.8073327371381784,0.7819452568355038
12,-902242.812903744,-0.7518690107531201,0.8104664077336627,0.7849891692227349
13,-905085.6531220698,-0.7542380442683915,0.8129553084151897,0.7873078510835023
14,-908307.178610559,-0.7569226488421325,0.8159243306857754,0.7897283054245706
15,-911280.6481361085,-0.7594005401134237,0.8188841559747755,0.7926334280824526
16,-913209.2659801261,-0.7610077216501051,0.8207095086066081,0.7945314818991175
17,-914696.8173071755,-0.7622473477559796,0.822006935196104,0.7960891894724426
18,-916797.8519024239,-0.7639982099186866,0.8238724814496589,0.7984377176975725
19,-919298.4818660952,-0.766082068221746,0.8262192661026679,0.8009867977139385
20,-921356.4600766404,-0.767797050063867,0.828074701029942,0.8030454076712182
