iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3508288.202175367,2.923573501812806,-2.923573453806654,-2.923569197092849
1,171485.05725934057,0.1429042143827838,-0.1422330331425653,-0.20065046622166177
2,-354813.8676898031,-0.29567822307483593,0.3132074130599181,0.27865142983196556
3,-449141.45995515987,-0.3742845499626332,0.41165350521989175,0.38045328329148476
4,-466143.3740342882,-0.3884528116952402,0.42619493626265215,0.39682960551432317
5,-493960.74685011397,-0.4116339557084283,0.44993031239304127,0.42366402561899374
6,-541916.8344312808,-0.4515973620260674,0.4909676372344607,0.46724452160028723
7,-597837.7245311928,-0.498198103775994,0.5395067424348833,0.5215309357974631
8,-632023.8263029837,-0.5266865219191531,0.5696154752241844,0.5542200985995581
9,-667477.0030251008,-0.5562308358542507,0.6041602431822872,0.5854327839762437
10,-671462.4823351139,-0.559552068612595,0.6077870438282551,0.5880863957515722
11,-672692.8843156126,-0.5605774035963439,0.6089669742798456,0.590297910282237
12,-673201.4944869532,-0.5610012454057943,0.6094411722037039,0.5904315473183531
13,-673637.7773915203,-0.5613648144929336,0.609794700424371,0.5907488914077585
14,-673730.1779789156,-0.5614418149824297,0.6098497133383646,0.5909427300702893
15,-673819.0626447367,-0.5615158855372806,0.6099083494108333,0.5913745290554555
16,-673820.2510427822,-0.5615168758689851,0.6099037594665999,0.5913791186575632
17,-673820.8024417071,-0.5615173353680892,0.6098984409350063,0.5913641680560727
18,-673820.8093751596,-0.5615173411459663,0.6098977536676214,0.5913623439095481
19,-673820.8093808553,-0.5615173411507127,0.6098977379054172,0.5913623222829695
